text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
""" lol literally first exhibit i encounter at us holohoax museum - a  """" survivor """" """" begging for shekels ! #withjewswelose """"""",0.31725118,0.44369572,0.4621581,0.58722496,0.3671419,0.25230986,0.5121008,0.6350989
""" show me just one jew who supports the idea of independent white nations and * maybe * we can talk about  """" good jews """" """" """"""",0.37647265,0.4112182,0.433182,0.48678526,0.3632611,0.19947119,0.32748142,0.7457099
""" white people killing white people  ha  """" perfect """" """" ! """"""",0.86967754,0.6810004,0.5518389,0.34185374,0.3354162,0.08020948,0.91432226,0.87698615
#fearthewalkingdead caption : look at all the black people die !,0.8960455,0.7773403,0.722169,0.3181166,0.61124593,0.1048108,0.9533248,0.93334067
- muslim invaders must be sent back ! ! !,0.73034537,0.7507637,0.660731,0.5225851,0.475945,0.17821746,0.7024806,0.90474373
. democrats like for their illegals to kill rich white people . democrats hate rich white people .,0.77806646,0.7369532,0.671836,0.31982666,0.3143382,0.044391785,0.90311563,0.9295744
. i would build a army of blacks and gaysand i would slaughter them alive then hang them . or for fun burn them . #aprilfoolsday,0.9320454,0.9437401,0.895227,0.3568725,0.7382527,0.4181878,0.9923897,0.96805567
. love white tears  lol,0.21186037,0.13324295,0.20668182,0.51872194,0.15729412,0.13867731,0.11917097,0.42312473
10 % of norwegian women raped by muslim invaders  half before they were 18 via,0.46292964,0.8075553,0.70199466,0.7784964,0.7400809,0.9274784,0.8763936,0.9047819
90 % of all interracial crime is black on white . white people have paid a terrible price for trying to live with blacks .,0.630413,0.37848014,0.49561563,0.3550724,0.28873867,0.121145934,0.35783738,0.85060877
: diverse rotherham : rape victims gave birth to more than 100 half-paki babies,0.38874862,0.6855105,0.68785954,0.64896345,0.6654757,0.7893632,0.7758672,0.8008965
: i hate white people i even dislike about 80 % of the white side of my family,0.8393344,0.68013334,0.56116664,0.2754738,0.49812883,0.1502598,0.47987053,0.92455935
: jew run google soliciting donations to support non-white invasion of europe ),0.4151741,0.6097189,0.5588151,0.4583654,0.5084811,0.26101565,0.6014283,0.8560038
: jews outraged over diversity is white genocide banner in australia,0.42631236,0.43782294,0.38286933,0.39253622,0.33105105,0.14674051,0.590544,0.7805261
a bunch of faggots laughing at us & spending money wildly while talking about fiscal conservatism & values,0.7593913,0.80523413,0.9199443,0.23469014,0.91128254,0.32519904,0.12643991,0.8921792
adl dimbulbs freak out over inmate styled clothing : the criminal supremacist jews at the adl and it's gang lea ...,0.5149511,0.55893165,0.6906376,0.51405615,0.42560494,0.20932175,0.49947822,0.80031
america is ours - we created it . usa was founded by white nationalists . the rest of you are just visiting .,0.3511902,0.24243051,0.44140488,0.39715496,0.14526443,0.083565645,0.09809305,0.7074697
another filthy jew uniting with muslims against us .,0.8795294,0.7958526,0.8461485,0.39371637,0.7534843,0.18894754,0.3337013,0.9411339
barbaric monsters . they can leave this country .,0.6237118,0.2702332,0.62905854,0.2511692,0.25596365,0.1282726,0.16573842,0.28383163
but you are definitely right to point out his jewishness . pretending to be white is essential to his self serving anti-white scam .,0.5124461,0.50405234,0.71182376,0.41976547,0.43066746,0.1455228,0.26655018,0.8678524
can't wait to hear them wail when someone they loved ones is raped or killed by one of their pet non whites !,0.6430099,0.66392696,0.6416756,0.4810793,0.62860686,0.8357055,0.8597098,0.8921792
come join the wkk white killer klan,0.81344116,0.6077069,0.6383841,0.4560575,0.42103514,0.28225172,0.73908496,0.8422688
cuckservative faggots think that trump wants a police state . we already have a police state  and it was built by liberals and cuckservatives,0.86967754,0.8162099,0.895227,0.34821042,0.9066618,0.5480121,0.4964681,0.9399891
don't worry  we will . race mixing is anathema . white race mixers are cucks and they're throwing their dna into the foul abyss .,0.5958905,0.673403,0.7944639,0.40867198,0.7540416,0.6280997,0.49395376,0.89011455
elin krantz : just another dead white liberal female raped to death by non-white invader #swrm via,0.5958905,0.80814576,0.7890121,0.6207272,0.7539785,0.92006356,0.89011455,0.92215836
feminist only go after white males.they are not intelligent enough to comprehend black vio,0.6955873,0.80814576,0.895227,0.36182928,0.73747057,0.4266903,0.27246124,0.95188904
fliers posted at uc santa barbara blame jews for 9/11 : #israel did 9/11,0.43451136,0.6547577,0.6356477,0.33527607,0.5090889,0.22904219,0.48229107,0.88912815
hitler * champion ofaryan ( white ) race *,0.40326482,0.54056704,0.46642664,0.3334312,0.43843922,0.18815242,0.33729202,0.6916111
i feel sick for 2 reasons . 1 a white girl is slutting herself over an ape and 2 ireland is a white country !,0.7007861,0.5426821,0.63824993,0.6141574,0.5237118,0.37674472,0.5205399,0.80002433
i say you are wrong . white people are thugs and will rob and atta,0.74195385,0.6851651,0.79418445,0.2517767,0.51956606,0.10397426,0.4128438,0.92455935
i'm trying to kill the refugees,0.9189384,0.80769086,0.48517385,0.17184736,0.61324006,0.06230591,0.9762162,0.8746863
idiotic masked #antifa cowards want communism in america . look how moronic these #libtard #fascists are .,0.9189384,0.7639736,0.9615531,0.34300774,0.8052676,0.16087766,0.23086025,0.71633476
im confused . mr . jewberg sent a notice to white people saying i should be ashamed to be white . who do i trust ?,0.452012,0.4607946,0.58430463,0.4550417,0.35369825,0.11825433,0.26097316,0.86247516
islam is full of child molesting faggots . #mohamedsucksdick,0.9583344,0.94125,0.96202505,0.51506597,0.9684235,0.9274784,0.7686387,0.96805567
islam will bleed out .,0.54375964,0.5098436,0.29977202,0.33809736,0.29509598,0.16815156,0.8125704,0.7459537
it is observation and experience . black people lack the capacity to sustain a modern white civilization .,0.630413,0.55564684,0.6356477,0.292984,0.41934863,0.16416837,0.24263732,0.8466382
jew mark zuckerberg promotes jew world order dystopia at harvard commencement speech daily stormer,0.317855,0.36617443,0.45720768,0.3209338,0.31081772,0.13727482,0.2998852,0.6933868
jew run google soliciting donations to support non-white invasion of europe va,0.4151741,0.6281362,0.57060266,0.4677657,0.5212843,0.29688844,0.55064607,0.8632592
john adams was of course talking about all the white trash outside of new england  sorry johnny i don't care about puritans,0.60845,0.6286731,0.7947676,0.2825664,0.6043651,0.16060026,0.2599419,0.9047819
kikes are not white they are semites - arab blood,0.5851118,0.72894746,0.7145019,0.5337051,0.6207329,0.2129158,0.6250006,0.8690691
learn 4 words about white western people . they are murderers who have killed millions of non white people throughout history,0.7007861,0.68051296,0.6569544,0.30225605,0.44036517,0.09317378,0.8584273,0.8928052
liberalism only sees individuals . it doesn't see ethnic networks like jews in the media or pakis and indians dominating gas stations,0.36805952,0.34207368,0.38021103,0.38549855,0.22851846,0.12820895,0.38254464,0.7001765
lol ~ english-imposter jew-sanders is commie hypocrite lives in lily-white state of vermont where [ white lives matter ],0.5810591,0.6281835,0.7926002,0.4461289,0.58991426,0.17268322,0.39956024,0.87392384
merkelkeep those religion of satan retards filling your country,0.7344555,0.82522184,0.9476897,0.1849677,0.845402,0.15588889,0.3276778,0.9424311
my fellow americans  i hate mexicans . do i get some sort of white approval ?,0.7699882,0.5310317,0.45397422,0.5093521,0.42650807,0.17287087,0.41705638,0.8800336
never again ! ! ! white vs white wars for jews !,0.5550837,0.56211394,0.5546444,0.3789393,0.39332846,0.1351991,0.57462114,0.88727313
nick searcy is not a man . he is a cuck raising some black man's spawn .,0.7593913,0.7525943,0.8546323,0.3753688,0.84445804,0.75219125,0.1927583,0.9044595
of course  cant have him going against jew global agenda of anti white,0.43451136,0.5369987,0.48649752,0.31030083,0.38272947,0.12388507,0.5358612,0.87698615
patriotic germans demand #angelamerkel be hung for attempting to genocide the german people via,0.3983115,0.5607691,0.3724576,0.30783662,0.42117143,0.17470399,0.85979915,0.7445685
promise of patriotic americans kill every member of isis kill everyone who supports them,0.8129004,0.6422257,0.3086721,0.2347292,0.31815276,0.0413589,0.9418338,0.68688935
quotations in support of white genocide | renegade tribune #withjewswelose #whitegenocide,0.44805592,0.6287092,0.595375,0.4348651,0.5228333,0.18265817,0.79951537,0.8008965
so jew hating muslim of them  those sneaky jews all 15 milliin vs 1.5 billion of muslimsmuslims always blame the jews .,0.630413,0.6882319,0.734651,0.3935666,0.61939013,0.12604457,0.2880523,0.9352267
the anp needs to take a stronger / different stand with faggots and lesbians . many ns people do not respect your stance .,0.60845,0.76386935,0.8543635,0.34276536,0.8577382,0.48979095,0.55548,0.92455935
the black idea of harmony is committing 100 % of homicide in atlanta . #black undertow,0.53430706,0.11919914,0.16376634,0.26793602,0.09922704,0.06546366,0.4640879,0.3171626
the northwest front . no queers . no jews . no mudsharks . just right .,0.5933793,0.7425903,0.80613285,0.4542233,0.7532383,0.56775373,0.44768816,0.92215836
there are both white and black supremacists  but when it comes to being self-sufficient  whites are much more capable  and you hold us back .,0.46128514,0.26571298,0.5686852,0.30129144,0.1545583,0.056671645,0.07043022,0.8008965
these people are like the poor inbred white trash if jews,0.9017833,0.8486256,0.9091764,0.33794352,0.8052676,0.20410965,0.47583926,0.965405
they're not white supremacists you illegal immigrant parasite .,0.87209356,0.6612304,0.895227,0.28571212,0.50901145,0.12511922,0.118729904,0.9309201
this tranny doesn't even look white !,0.5851118,0.61618704,0.71634305,0.36191505,0.58229196,0.47516906,0.26013166,0.8921945
this woman will lie  cheat  steal  betray  kill all in the name of islamagod . muslims will never assimilate cuz they are racist #ameriphobes,0.88651687,0.8186629,0.8059705,0.49975747,0.58342874,0.17545353,0.91432226,0.909282
tickling the surface of those out to kill us all #rt #stopislam #makedclisten #bansharia,0.650189,0.5673915,0.31719178,0.2787455,0.36601916,0.09283492,0.9129989,0.29277632
u bitkh azz hunkkky,0.7007861,0.7640003,0.83526564,0.5710952,0.83572125,0.7788234,0.25254527,0.5299626
u can smack my mom kid shes black,0.7740273,0.8486256,0.7302127,0.43943068,0.7314859,0.44482028,0.9570354,0.92455935
well be that as it may hunter  my jew-dar is screaming loud . i can ferret out these sheenys,0.5026305,0.40408123,0.42651418,0.4838033,0.31191978,0.27548188,0.5262193,0.6830985
what people don't understand is that whiteness and white property are inherently violent and evil  so v,0.39230084,0.41769594,0.6291161,0.34251517,0.4332395,0.16000992,0.30142322,0.8008965
white lives don't matter . diversity means chasing down the last white person .,0.5933793,0.5774501,0.6313503,0.278739,0.36574465,0.08293276,0.51048154,0.905325
white nationalism is gay tho,0.7627802,0.6697415,0.712121,0.30151126,0.62095404,0.5350319,0.29926455,0.9043261
white on white crime is no where near the rate black on black is . we have a platform for ppl to be protected from cops already #fuckblm,0.8763571,0.74689394,0.76913625,0.44048703,0.876051,0.6383264,0.36665475,0.8857803
white pride syria,0.2712817,0.23846331,0.27737117,0.24415894,0.1935188,0.12964149,0.19625697,0.59524107
white slurpin . afraid of slurpin a longer  colored one,0.28683078,0.15294237,0.20672554,0.31625536,0.21998566,0.24120452,0.21998611,0.37764412
white woman raped by haitan savage  blames white civilization,0.630413,0.7241923,0.6547959,0.68413156,0.65291905,0.927573,0.70084584,0.8625824
yes  white people are the most pathetic people in the entire,0.88651687,0.6792072,0.90595645,0.28635776,0.6154166,0.081181936,0.16012529,0.9042524
you have make america mexico again on your bio ... you lost the war  you want aztlan ... we have laws against you  go home pendenja .,0.6556601,0.22952887,0.26004872,0.40343618,0.12814201,0.15818718,0.3317602,0.3826521
you should dead  racist  motherfuckersthis is ku klux klan,0.9863082,0.92509735,0.96163213,0.34963438,0.9750864,0.5694228,0.9530713,0.9413735
"""  """" i stand fer the confederacy but i hate you racist white people ! """" """" """"""",0.8742253,0.75774574,0.7349734,0.34212375,0.55315435,0.14445649,0.29802963,0.92455935
""" rt how exactly are most jews  """" good people """" """" ? almost all jews are anti-white and are not honest about jewish supremacy in america """"""",0.5535644,0.48498935,0.5352567,0.34766385,0.32651237,0.12246037,0.26128927,0.87698615
#islam is a political ideology . its like cancer  a malignant cancer in this case . #trumps national security adviser  michael t . #flynn,0.5750231,0.53020996,0.66002715,0.2623219,0.3080235,0.09437902,0.33787024,0.7912408
- the entire non-white part of the earth hates us . even non-white christians  the ones that you praise ...,0.5818954,0.48576403,0.63567144,0.27908042,0.28836367,0.050901875,0.23749067,0.9001698
.. white babies gets their heads bashed in by savage blacks in south africa  white woman raped and white farmers executed ...,0.7007861,0.7638584,0.75592536,0.5582163,0.5689148,0.8777541,0.85842735,0.9399891
... more human misery in the name of islam - laughably called the religion of peace by the simple clueless !,0.56268007,0.42003903,0.80613285,0.21029255,0.32203215,0.057123993,0.14253917,0.83268017
31 - yr-old female beaten  tortured  set on fire . suspect i did it  i hate all white people,0.7816909,0.87427866,0.70903605,0.43171266,0.63927037,0.37056175,0.9560913,0.95286465
because it offends leftist shitlib sensibilities  white people,0.5933793,0.71822375,0.80605465,0.33436322,0.87388283,0.14894496,0.29532322,0.9045733
