,text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
1611,if it's a white church it won't be called a hate crime you can bank on that,0.42631236,0.37383965,0.47118866,0.29794064,0.28673357,0.09400682,0.4610163,0.8422688
1612,in a nutshell  if our government defends us and works for our interests  it's deemed hostile to a jewish minority .,0.36944604,0.36344722,0.4304598,0.29965,0.31403252,0.14959075,0.30439523,0.7447209
1613,in b k dutt colony  3 public parks out of 6 have been encroached by muslims in name of wakfboard.outsider muslims stop hindus 2 enter,0.34388447,0.41884214,0.40718254,0.53387237,0.33215657,0.27374944,0.42430526,0.74593115
1614,is it not great for blacks in america they get to terrorize america be racist & low iq do what ever the,0.6662635,0.5780889,0.6793869,0.37364337,0.41408932,0.17547542,0.39457193,0.8422688
1615,is white race history : 1/10 babies born in #usa now multi-racial . in 1970 it was 1/100 .,0.21715863,0.23061132,0.24105722,0.3817883,0.19944878,0.17018226,0.3294618,0.6350989
1616,israel spies on america to make the first move against the white race via,0.41807786,0.5297005,0.44740078,0.43931177,0.42574129,0.2016598,0.56544864,0.8008965
1617,it doesn't work that way  and all of history proves it diversity wipes out the white race and only the white race,0.40326482,0.4860954,0.3673492,0.43378708,0.33325168,0.1925677,0.50052434,0.8008965
1618,it means people aren't buying the lie  diversity kills  now prove me wrong,0.2712817,0.10614849,0.19395764,0.1813962,0.14237009,0.049432833,0.49189,0.25589988
1619,it's funny how many triggered liberals there are in the comments . anti-white buffoons .,0.7007861,0.5586077,0.85200274,0.47240466,0.35864645,0.24862053,0.3982806,0.87575006
1620,it's not islamophobia if they really are trying to kill you .,0.49542332,0.666239,0.48150727,0.22536455,0.5240974,0.106353626,0.9533248,0.8046041
1621,it's statues now . eventually it will be calls to ban vanilla ice cream  white bed sheets  and to denounce snow as racist . insanity .,0.39230084,0.27356544,0.57984364,0.3851178,0.17999096,0.15478823,0.18770537,0.582127
1622,it's unfortunate you're uneducated on your own history . keep praying to white jesus maybe he'll enlighten you,0.39108577,0.25016207,0.67401195,0.19681032,0.22005804,0.044203,0.12045837,0.7198449
1623,jared you must reconsider naming jews white,0.44129625,0.37676576,0.4368542,0.3713673,0.3230049,0.18265913,0.30292615,0.74551815
1624,jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra,0.529921,0.5093653,0.4431769,0.280254,0.35376048,0.074284144,0.16871038,0.8627117
1625,jews : we white racelions not taking it any,0.4945446,0.66316307,0.5459351,0.45015123,0.50907385,0.25895065,0.49919873,0.8632592
1626,jews ie rejectors of christ control social media . yes they are white but love globalism not nationalism,0.44129625,0.49931538,0.53207207,0.4509826,0.43145022,0.1604815,0.2528967,0.8624918
1627,jews mock white people all the time so i know they have a sense of humor . they should love this . too funny :),0.57816684,0.66871285,0.6258383,0.5093386,0.5045116,0.14713351,0.43648663,0.8799234
1628,jews should pay reparations to whites for white genocide and holodomor,0.6757943,0.74501765,0.57613516,0.40400365,0.5051501,0.1297299,0.82345974,0.9047819
1629,jobs to americans first .,0.037881445,0.028670179,0.049343407,0.15825798,0.034047417,0.028139671,0.04681364,0.1525356
1630,join the white power !,0.43622825,0.24448833,0.27675927,0.37306616,0.2048691,0.1472018,0.25932616,0.58523935
1631,just learned that most white people wishes people like him would die .,0.5958905,0.6368102,0.51846296,0.3213188,0.34319094,0.11452081,0.8908898,0.84822667
1632,keeping jihadis at bay is more important than free speech .,0.3544517,0.11391897,0.29677984,0.30442142,0.13061593,0.07537809,0.12368594,0.29512212
1633,latino drug dealers are exterminating white addicts,0.6221407,0.78552127,0.78950435,0.36153674,0.69309914,0.21083832,0.84574497,0.9399891
1634,mayor signer omits salient facts about deandre harris attacking people with a flashlight . send him the picture,0.1731117,0.34468642,0.37080383,0.38967037,0.1518262,0.10437709,0.8353681,0.28414735
1635,more rapes committed by white males,0.74195385,0.7494995,0.6364207,0.67484176,0.6493126,0.924745,0.85934854,0.88374984
1636,nah  we are going to resurrect idea of nation for white people and their children . i'm,0.3905958,0.41081557,0.3108216,0.27266756,0.20965606,0.11441744,0.5465941,0.74513626
1637,new black panther's white genocide project : ' if they are white  kill em all ' | read more :,0.7464593,0.779384,0.6287007,0.35435572,0.548027,0.14538622,0.9533248,0.92215836
1638,no  death is their poison . white man defend your own ! join and love your race  they call to you ! raise the banners of freedom !,0.41523102,0.43296874,0.5680246,0.503426,0.24576923,0.12178115,0.66102666,0.8008965
1639,no . no non-white refugees  period .,0.44129625,0.39630336,0.4441519,0.31357992,0.28409457,0.1361484,0.25453094,0.8008965
1640,not a good time to be a old white guy,0.43791756,0.34612566,0.453848,0.47115892,0.24859206,0.1743011,0.27955106,0.7444322
1641,not quite . white ppl like u r poor representatives of the white race and what most of us believe,0.5535644,0.65506446,0.6733225,0.52879816,0.43389308,0.21449682,0.3971988,0.8760311
1642,now leading breitbart : #cuckservative is a gloriously effective insult making the moderate right lose its mind :,0.41807786,0.39629897,0.4877256,0.47723883,0.67392546,0.38072184,0.31276858,0.40525872
1643,ok so white people are the only people not allowed to be proud . fact . white males are the most disadvantaged when it comes to societal pressure / government subsidiesthe founding fathers were white supremacists so was my great grandfather . every non white person is a supremacist,0.5958905,0.31831276,0.56189114,0.34860462,0.13592684,0.055465057,0.16568632,0.8008965
1644,one of my faves . victory to the anp and white america !,0.29855597,0.16717458,0.2211735,0.4312015,0.15205735,0.14796929,0.17003009,0.37425303
1645,one side wants white people liquidated  the other doesnt .,0.4945446,0.6164367,0.51877373,0.40001684,0.3131,0.16570695,0.8594683,0.8422688
1646,pathological altruism . the nail in the coffin for the white race .,0.49309984,0.47187105,0.469195,0.5157585,0.31827435,0.24774289,0.59963065,0.7537992
1647,people like you are the reason they're put up . the white race is the only race widely  openly hated .,0.57816684,0.63565123,0.68785954,0.5173434,0.5337996,0.31831563,0.4108516,0.8526369
1648,petition to keep the us white,0.31089294,0.30882007,0.34042233,0.25577313,0.2471508,0.1468357,0.3482095,0.682917
1649,pl . stop global jihad  save humanity,0.22981352,0.26654342,0.30484718,0.2938297,0.20303887,0.105308466,0.40687475,0.40790284
1650,racist test for asians . tell them their daughter's seeing a black / white man and see what follows .,0.5363433,0.5078094,0.62614554,0.35820812,0.38144165,0.17749302,0.21200824,0.87698615
1651,remember this : la raza is a part of roman catholic liberation theology aimed at destroying white protestant america .,0.41665444,0.42818645,0.47416514,0.41710126,0.34636205,0.18982467,0.4814948,0.7442539
1652,rip white race ? europe may well be on its last legs  germany may become banana republic without,0.5035055,0.7638133,0.6356477,0.67862844,0.6473332,0.6278921,0.85975397,0.87698615
1653,rt : jeff sessions : obamas executive amnesty is a security nightmare #noamnesty,0.14193995,0.19771948,0.30737254,0.4913118,0.3123175,0.26398608,0.23872775,0.2442177
1654,rubio can blame the nro and weekly standard cucks who begged for him to do it and assured that it would work in his favor .,0.4254099,0.29889277,0.4883115,0.40010273,0.49839902,0.4210135,0.18902406,0.18025021
1655,scince knows white are further evolved then any other race,0.3983115,0.35209507,0.43323714,0.31091747,0.31108916,0.16298036,0.23170835,0.7329588
1656,should be retitledwhy decades of self-loathing has an impacted whites and how you can get them under control by encouraging it,0.3905958,0.4081828,0.4953726,0.5162914,0.30844566,0.17665997,0.5321733,0.725404
1657,should keep its black market away from our white house,0.22991583,0.22583973,0.2928114,0.24426115,0.14796804,0.058151264,0.269108,0.49134576
1658,so these wonderful people --> are blaming immigrants for the ca drought because they will use anything to further their agenda,0.27690583,0.18474413,0.25623265,0.36208367,0.07363156,0.037876956,0.22478826,0.56010485
1659,solidarity from this side of the atlantic.defense of american heritage is defense of european heritage in america . #theywillnotreplaceus,0.02929751,0.08850286,0.123722784,0.35162276,0.10020589,0.10321933,0.13430087,0.2496048
1660,sorry my friend . white genocide in just inside some white supremacists or paranoiacs brain . indian  black  armenian  jews genocides were real,0.6357597,0.71560746,0.743164,0.43022186,0.5089893,0.21033852,0.54571265,0.92215836
1661,study : middle easterners most likely to fabricate hate crime hoaxes against themselves .,0.28996843,0.1325112,0.21871072,0.30663905,0.12168673,0.064129084,0.2846758,0.4105883
1662,sweden seems to be even more mad than the uk .,0.355017,0.27054507,0.5652841,0.25536132,0.27400467,0.08366902,0.14827909,0.6259786
1663,tanstaafl joins me to discuss the jewish agenda to genocide the white race  the #altright  trump  and more !,0.56268007,0.79207635,0.660731,0.4820921,0.6196667,0.22168149,0.8908898,0.9222585
1664,thank you for your all white video  now deport yourselves . you're not native american  you're breaking your own law . leave .,0.5026305,0.4619794,0.5802494,0.39195773,0.2237534,0.15772915,0.3333589,0.8008965
1665,that guy wt black beard is lying on national tv,0.39230084,0.3865096,0.660731,0.23781472,0.39568207,0.15495412,0.08374272,0.8024384
1666,that's why they prefer white neighborhoods ! they are escaping their own kind .,0.37647265,0.28293347,0.36912346,0.5137113,0.21418047,0.13817775,0.26302454,0.7066596
1667,the #unitedstates was a white nation founded by #whitepeople  but our race has failed thus far at defending it . #family #culture #survival,0.37360558,0.2644819,0.44372776,0.32084984,0.21916862,0.095533825,0.18640557,0.74480104
1668,the ( ( ( fake news media ) ) ),0.2022951,0.111929536,0.19252147,0.37342703,0.16446286,0.1431502,0.21674074,0.13554096
1669,the alt right is not anti christianity but rather anti christian cuck . it values family  tradition  and volk not vagueness of family values,0.44805592,0.68093526,0.70473045,0.28078675,0.74394494,0.5683443,0.23370536,0.8924483
1670,the civil rights movement was financed and led by communist jews to undermine white america #mlkday #mlktruth,0.4945446,0.5535163,0.50001127,0.35202426,0.42598626,0.1878075,0.60386777,0.8422688
1671,the demokkkrats are still the party of the klan . look at their racist remarks and all white candidates for the presidency,0.5535644,0.26474023,0.62470067,0.382042,0.111361645,0.046003934,0.09797193,0.6865968
1672,the end of a myth : most new serial killers in america are not white males | read more : via,0.4151741,0.3859989,0.45469004,0.25480354,0.2179618,0.047394257,0.61013407,0.8190633
1673,the fact that is already sucking up to violent sjws and black lives matter supporters shows why skeptics were right about #cruzcrew,0.45045215,0.65025204,0.7115881,0.45180857,0.6927788,0.68284863,0.5854389,0.8422688
1674,the genocide in south africa where whites are being brutally massacred by blacks is race war . the blacks there are power hungry ...,0.5958905,0.6856259,0.68729115,0.4304181,0.52546436,0.2792096,0.803271,0.912043
1675,the genocide of white america : 1980-2010 #swrm #whitegenocide #prowhite via,0.37647265,0.5388647,0.5641392,0.3977629,0.51077974,0.15913624,0.76162493,0.7654199
1676,the most oppressed demographic in the #us is the white #workingclass,0.26817688,0.10676895,0.16550247,0.26287168,0.12636884,0.09926371,0.2781712,0.4020967
1677,the shrine was put up by a white supremacists hate group .,0.5026305,0.542553,0.70371115,0.39368242,0.29645157,0.14546756,0.26964694,0.88080573
1678,the southern poverty law center is untrustable anti-white racist liberal scum . i don't trust them and they're not honest about anything .,0.7545523,0.6978264,0.90228325,0.32462358,0.70481825,0.15940401,0.19812968,0.92203546
1679,the white race we must talk for its beginning about 4 millions and 900000 years ago as the first race . so the red and then the black,0.355017,0.36610764,0.37056702,0.41873312,0.3100381,0.17038925,0.28415185,0.7539173
1680,then we have the same standard  and you're no better . you just sided with people not your own because you loathe your own . probably because you hate yourself . you are a traitor .,0.6777893,0.4378071,0.895227,0.27059543,0.2732134,0.0674668,0.21596979,0.24608731
1681,they are suing the wrong people ... sue the charlottesville municipality .,0.04406188,0.07718493,0.14075944,0.316046,0.07946761,0.052171957,0.23530306,0.16424538
1682,they knew from the start ' equality ' meant either destroying the white race or bringing it down to the lowest level .,0.43791756,0.59547216,0.5683338,0.49689993,0.42200777,0.23000084,0.68240654,0.8422688
