text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack,,,,
4chan can find a flag in the middle of nowhere. The FBI can't find a person posting on the internet under his own name. https://imgur.com/TtasOoG,0.030842619,0.011262803,0.047864437,0.24401078,0.008406868,0.010075456,0.029770017,0.03088914,,,,
"""It is truly disturbing that many serious Africans (serious in their beliefs at least) are threatening criminal savagery (rioting) if this movie isn't rated well. ...?  There is a cognitive delusion among many Africans wherein they believe this movie is �?to some extent �?real; that """"Wakanda"""" is real.  This can't be explained *entirely* by IQ differences. Civilizational & psychological differences must play a part.""",0.25447917,0.23486415,0.43048736,0.4315536,0.20186606,0.09629497,0.2817409,0.58523935,,,,
"""P-A-T-S-I-E-S.  Why JFK papers were so important to be released - show plainly how CIA/FBI (Deep State) operates to this day, but now they use mind-controlled drugged up zombies to do real dirty work""",0.4489545,0.26498538,0.6549317,0.40183294,0.24711807,0.12798391,0.11189131,0.22669213,,,,
"""Who's Mueller kidding? None of the 13 Facebook trolls he indicted are in custody, never will be, are not in the country, will never be arrested or tried. The indictment was only symbolic. And they have officially announced no collusion, and no effect on the election. """,0.2712817,0.06353688,0.51940155,0.3637489,0.048852768,0.02620229,0.06771163,0.10359858,,,,
"""Man-gina is just a feminine label for males who are less than masculine. Heavens NO, I would never disrespect a 'vagina'. A vagina was God's finest creation...""",0.7138269,0.6023197,0.6077325,0.47053286,0.783563,0.97458434,0.1855481,0.58523935,,,,
https://www.usatoday.com/story/news/politics/2018/02/17/indictment-russians-also-tried-help-bernie-sanders-jill-stein-presidential-campaigns/348051002/ Did Bernie and Jill Stein collude with the russians? hmmmm?,0.02262963,0.028632697,0.09519089,0.42824703,0.02050612,0.03208185,0.056393024,0.14817347,,,,
Oh yes. Political zealotry is certainly in fashion circa 2018.,0.11794081,0.05072196,0.09302313,0.3153283,0.10143449,0.10388708,0.06480008,0.071034715,,,,
"""How the Left Gets Away With Attacking, Intimidating, and Silencing People - YouTube https://www.youtube.com/watch?v=la92-kyg4rA""",0.17449278,0.04269078,0.083305284,0.4131324,0.024737058,0.031810794,0.24111517,0.10547484,,,,
White House: Bitter Anti-Trump Leaker John McCain Refuses to Step Down from Senate Despite Failing Health. There are bets going around the Hill whether he even has cancer or not.  https://truepundit.com/white-house-bitter-anti-trump-leaker-john-mccain-refuses-step-senate-despite-failing-health/,0.13924801,0.07874735,0.47376674,0.2843299,0.032306563,0.020861927,0.05217034,0.16352472,,,,
LOL! Liberal politicians usually cause Americans to buy guns...just sayin'.,0.26817688,0.11492831,0.33157197,0.4108271,0.041048124,0.029375946,0.32534236,0.28413424,,,,
"""Some of the survivors of the Parkland shooting have decided to come out and insist that we are either with them or against them on gun control. I extend my sympathy, but do not for one second assume your grief entitles you to impose your will on me. I am an American and my rights are not YOURS to take.""",0.089041,0.061503723,0.08755237,0.3131218,0.022548068,0.040303305,0.40624633,0.111808926,,,,
The media's walk of shame ,0.31629145,0.06904631,0.30318636,0.24840307,0.14353661,0.077248424,0.13027236,0.099990465,,,,
Perhaps you are right if I could trade my life to rid the world of every Zionist I will gladly do so,0.62792164,0.6934519,0.44057414,0.2616726,0.40340206,0.15698244,0.92843693,0.8422688,,,,
"""A homosexual character hits on straight guy and then wonders why straights are mad at him, there is full on sex with the sea monster, sadistic chained torture, many abusive white males and of course evil Russians. Total NWO propaganda but filmed exquisitely.""",0.6777893,0.65916455,0.7933933,0.58270407,0.5997776,0.8478105,0.7094403,0.91056955,,,,
"""“There are too many happy white people and crosses..."""". """,0.33081788,0.26232728,0.34679237,0.31321084,0.14532213,0.07691859,0.11870834,0.5916197,,,,
Do cucks & civic nationalists ever consider what US & Europe will be like when they're minority White? ,0.4497033,0.50742024,0.6307173,0.51102,0.6526706,0.5091103,0.3865275,0.8000017,,,,
@Penllyn‍ @Grock @John77 @asideofbacon @FrLemmen @mjrodksu @Sidephase @RaviCrux @kimcheetwo‍�?,0.017354012,0.27098325,0.20595802,0.5739194,0.42358932,0.43457377,0.37063143,0.11878879,,,,
How did they manage to find her? ,0.018881164,0.020103302,0.04083364,0.18450496,0.025121555,0.028849289,0.09824436,0.033540133,,,,
"""Labour's target voters before """"diversity"""" (a traditional White heterosexual family unit) and after """"diversity"""" (a screeching tranny).""",0.4489545,0.006774281,0.014352473,0.2141735,0.006406599,0.21710658,0.008617092,0.00530606,,,,
"""But in print, you don't have the same Brit sounding lilt""",0.080905534,0.07435962,0.23923287,0.26955554,0.08872895,0.075013615,0.10124215,0.11060398,,,,
"""Nah man, black people should never get the benefit of the doubt!""",0.60845,0.3460526,0.5678467,0.23698062,0.25717717,0.060507517,0.09806562,0.79997337,,,,
"""He is common sense and reality. May, Merkel and Macron are the extremist. The three M:s that support the islamisation... Shame on them!""",0.452012,0.2801633,0.6308384,0.41132098,0.14267701,0.07251802,0.18870772,0.7440097,,,,
"""Absolutely no contact. She's dead to me. I didn't just whine like a victim. I tell people to bring awareness, if shit like this happened to me, it's happened and is happening to other children. The system is broken and people need to know about it. I have done safeguarding training so I am professionally qualified to spot and report abuse, infact I am legally required to, however I decided working in social services wouldn't be good for me. It's too personal which can ruin a case.""",0.46621865,0.35317978,0.5597473,0.34606194,0.7743099,0.21244472,0.278531,0.19939071,,,,
"""He says, as he tongues another man's ass.""",0.83020335,0.6839263,0.68785954,0.63200676,0.9519648,0.9908025,0.5041437,0.24402241,,,,
This scum bag should be swinging and rotting as we speak! ,0.81344116,0.7582217,0.8808542,0.49563846,0.783563,0.34134412,0.7632407,0.42388776,,,,
"""President """"Donald #Trump has accused the #FBI of being too obsessed trying to prove #Russian collusion in his election campaign to see the clues that could have prevented the recent mass shooting at a #Florida school""""~> http://yournewswire.com/trump-says-fbi-were-too-busy-hunting-russians-to-prevent-florida-school-massacre/""",0.1250247,0.13181108,0.24343055,0.4523105,0.07833678,0.047605272,0.5510459,0.29867515,,,,
"""As a former CAF member I am.. sickened by this. Weapon systems, training, Veterans affairs, PTSD.. all need to be addressed.. But this is where Trudeau's flag ranks decide they need to focus. I used to recommend kids go into the military to learn something about ethics and moral values. Now i tell them to go to trade school.""",0.13745339,0.033849925,0.21915999,0.30135205,0.028229564,0.021657238,0.049289048,0.046970353,,,,
"""Farm attacks in South Africa have been talked about internationally, but few comprehend the African witchcraft (culture) involved. The """"witches"""" on the other hand are directly influenced by politicians and veterans. Ie  The African drum.  """,0.2299237,0.086465776,0.2430656,0.4157251,0.06441085,0.11639633,0.1073024,0.27497348,,,,
"""True. But without """"men"""" you end up with things like """"stupidity"""", and """"idiots"""".""",0.650189,0.47275764,0.9481788,0.35421312,0.69309914,0.12452396,0.1314657,0.31227973,,,,
"""Czar Alexander 1 tried to integrate the jews, opening up Russian education to them, they eventually assassinated him. It would seem the greatest crime is not to threaten or kill jews, but to try and get them to integrate, become assimilated.""",0.3897707,0.5294761,0.44239768,0.45263404,0.22660445,0.11331307,0.8779258,0.8008965,,,,
AHA! The intrepid Robert Mueller has found another hardened criminal! Inspector Clouseau would be proud! ,0.37360558,0.22359376,0.56828624,0.4149734,0.18191491,0.11332786,0.15682274,0.19537266,,,,
"""True, but half of it may as well be in Ancient Greek. And then there's the endless rabbit trails if you follow every single path that wall of text provides�?"",0.031529333,0.035123613,0.04336888,0.41222507,0.040007204,0.04879864,0.10549365,0.11428815
1154,,,,,Donald Trump accomplice to treason.,0.44805592,0.26504472,0.51551217,0.31658742,0.21064419,0.10848465,0.48104304,0.306096
1155,,,,,MILLENIALS.......hmmmmm............chances are good your mom gave me head for better grades.,0.4458971,0.13820061,0.23943318,0.536508,0.11241491,0.18698046,0.14794715,0.077025436
1156,,,,,Killing communists is self defense... and also one of the manliest things a man can do.,0.60845,0.6050693,0.35893974,0.32205522,0.24355079,0.06178233,0.9132091,0.62684053
1157,,,,,""The beta male is like a jew", always wants to start shit but plays victim when people clap back," that is why they ban us.""""""",0.7545523,0.6766313,0.79225606,0.47459888,0.876051,0.29201365,0.27720794,0.8422688,,
"""After WWII if Jews would have just kept their heads down, their mouths shut and integrated into society none of the things they feared would have ever happened. Now they're looking at a self-fulfilling prophecy. """,0.34388447,0.476393,0.56857646,0.4575023,0.38103372,0.2517126,0.5934487,0.770768,,,,
When in the hell did we lose common since. When did it become law you cannot offend someone. What has happened to men. When did the transformation hit that men have become girly boys who don't know what sex they are? We defend womens honor and protect them and provide safe and comfortable environments. We spend our entire life trying to make em happy. But yet we cannot get a little pussy for a while.,0.6887467,0.61770165,0.6362059,0.5785325,0.85536623,0.92429364,0.5814055,0.47390908,,,,
"""Ridiculous. Catholics support the free exchange of ideas. Arroyo, I support you against such censorship. Pope Francis, stop Spadaro making the Church a soap opera.""",0.53430706,0.36330447,0.8453147,0.2863501,0.31482378,0.06326617,0.10051119,0.6900242,,,,
"""Washington DC is the first place to have armed guards at every door and the last to deserve them. If you piss us off that bad,you deserve to get shot . Remember  """,0.5535644,0.67118484,0.63231957,0.421131,0.556242,0.18240063,0.9534267,0.40541872,,,,
"""Just give them 5 days, they'll go back to eating Laundry Pods """,0.13879937,0.05964909,0.09380734,0.2942212,0.086108476,0.083366156,0.24911532,0.10459446,,,,
muslims along with leftards are not the brightest lightbulbs in the socket,0.53430706,0.5367369,0.6356477,0.43384832,0.5088972,0.3025163,0.35184783,0.8008965,,,,
"""The Tide pod generation is foaming at the mouth for gun control, as if alcohol/drug prohibition was/is effective. @allidoisowen""",0.13431281,0.06659025,0.1639977,0.2824426,0.073522784,0.0563246,0.14934848,0.080061875,,,,
Evening Q 812 ,0.008295218,0.022397788,0.034205217,0.17101066,0.04681528,0.047864158,0.07718929,0.044987705,,,,
"""Prisons recruit more to the Islam, than social media.""",0.22952124,0.032441776,0.07012008,0.3317795,0.028085135,0.03687393,0.03168476,0.2485327,,,,
The whole world needs civil war,0.42631236,0.42289802,0.2843088,0.2709346,0.2115861,0.102766395,0.85895836,0.30795178,,,,
... with the other faggots.,0.7627802,0.804806,0.92054284,0.33917943,0.9251565,0.41328734,0.24441557,0.94177103,,,,
Said the man with a vision of Weiner/Holder 2020 ,0.02792408,0.031093713,0.0331229,0.3557762,0.059401464,0.11001129,0.14813408,0.048077855,,,,
"""The question is, was it just a retard having a stupid accident or a RETARD LIBTARD being a liberal terrorist?""",0.81344116,0.6308397,0.898844,0.26675713,0.7317662,0.32148802,0.39331207,0.68097776,,,,
"""If true, this is folly of the first order!""",0.16035037,0.048820227,0.1950577,0.19814625,0.097042084,0.03227582,0.09658611,0.072754405,,,,
Now if a man looks at a girl without permission it's called rape. That's why there are so many more so-called rapes this year than last. It's become fashionable to be raped. Women want to be like celebrities who are all #metoo. ,0.5535644,0.46566564,0.45291877,0.54208237,0.46439192,0.90613925,0.76145804,0.5997391,,,,
Figures CNN would fight dirty after being caught in their lies. Hope Infowars has a backup plan.,0.2885035,0.059932917,0.43512082,0.3093594,0.090635344,0.044371814,0.16150895,0.03912752,,,,
Who Said It best Hitler or democrats ,0.31693128,0.2764863,0.27187353,0.20123501,0.15819298,0.058100775,0.21662056,0.4567327,,,,
"""You've got Nads Patriot, I'll give you that! :) """,0.06612156,0.042032525,0.079771526,0.51350474,0.08494836,0.13467504,0.14589557,0.06195192,,,,
> Schlomos,0.018881164,0.13322434,0.13828006,0.28961828,0.1147623,0.081949994,0.3138433,0.4241042,,,,
"""First u need to teach the children to be receptive to the change, then use them.  It's much easier to direct them.  """,0.036679696,0.03399344,0.08501968,0.22675133,0.018023593,0.020601153,0.2516493,0.029909097,,,,
"""Black Justice: New South African President Vows to Steal All White Lands, Give No Compensation """,0.46621865,0.039156485,0.08928118,0.33596376,0.036179632,0.11987538,0.041272063,0.09135363,,,,
